team,season,total_snaps,yards_gained,touchdown,extra_point_attempt,field_goal_attempt,total_points,td_points,xp_points,fg_points,fumble,fumble_lost,shotgun,no_huddle,qb_dropback,pass_snaps_count,pass_snaps_pct,pass_attempts,complete_pass,incomplete_pass,air_yards,passing_yards,pass_td,interception,targets,receptions,receiving_yards,yards_after_catch,receiving_td,pass_fumble,pass_fumble_lost,rush_snaps_count,rush_snaps_pct,qb_scramble,rushing_yards,run_td,run_fumble,run_fumble_lost,home_wins,home_losses,home_ties,away_wins,away_losses,away_ties,wins,losses,ties,win_pct,record,yps
PIT,2014,1044,11612,44,45,29,396,264,45,87,15,10,640,162,646,639,0.61,593,411,182,5230,4997,33,10,593,411,5013,2297,33,8,7,405,0.39,7,1768,10,7,3,6,2,0,5,3,0,11,5,0,0.688,"	11-5-0",11.12
PIT,2015,999,11193,42,32,35,389,252,32,105,10,5,663,174,647,631,0.63,567,391,176,5889,4822,26,21,567,391,4832,1950,26,5,4,368,0.37,16,1744,16,5,1,6,2,0,4,4,0,10,6,0,0.625,"	10-6-0",11.2
PIT,2016,1016,10361,47,37,24,391,282,37,72,15,4,666,166,625,622,0.61,577,381,196,5180,4377,33,15,577,381,4377,1983,33,8,3,394,0.39,3,1776,13,7,1,6,2,0,5,3,0,11,5,0,0.688,"	11-5-0",10.2
PIT,2017,1030,10614,44,37,35,406,264,37,105,13,4,734,173,623,613,0.6,571,384,187,5242,4534,31,15,571,384,4534,2189,31,7,2,417,0.4,10,1696,12,6,2,6,2,0,7,1,0,13,3,0,0.813,"	13-3-0",10.3
PIT,2018,1046,11609,53,44,16,410,318,44,48,18,9,827,156,729,715,0.68,669,459,210,5327,5174,36,17,669,459,5131,2777,36,14,7,331,0.32,14,1462,16,4,2,5,3,0,4,4,1,9,7,1,0.529,"	9-7-1",11.1
PIT,2019,924,7655,27,28,29,277,162,28,87,26,11,710,41,562,543,0.59,491,315,176,4026,3214,18,19,491,315,3210,1747,18,18,5,381,0.41,19,1464,9,8,6,5,3,0,3,5,0,8,8,0,0.5,"	8-8-0",8.28
PIT,2020,1027,9496,48,41,23,398,288,41,69,19,5,844,92,679,675,0.66,645,428,217,4652,4129,36,11,645,428,4115,2054,36,11,3,352,0.34,4,1374,12,8,2,7,1,0,5,3,0,12,4,0,0.75,"	12-4-0",9.25
PIT,2021,1101,9383,34,27,36,339,204,27,108,16,8,839,168,710,704,0.64,650,425,225,4425,4017,24,11,650,425,4005,2042,24,15,8,397,0.36,6,1596,10,1,0,6,3,1,3,5,0,9,8,1,0.5,"	9-8-1",8.52
PIT,2022,1101,9173,29,26,34,302,174,26,102,10,3,746,126,642,610,0.55,555,364,191,4708,3661,13,14,555,364,3671,1438,13,3,2,491,0.45,32,2085,16,7,1,4,4,0,5,4,0,9,8,0,0.529,"	9-8-0",8.33
PIT,2023,1008,8616,29,27,29,288,174,27,87,18,6,705,70,566,542,0.54,495,323,172,3785,3421,13,9,495,323,3414,1738,13,9,3,466,0.46,24,2037,16,9,3,5,4,0,5,3,0,10,7,0,0.588,"	10-7-0",8.55
SEA,2012,960,8855,47,46,24,400,282,46,72,14,7,391,10,488,438,0.46,395,259,136,4064,3234,29,10,395,259,3228,1271,29,7,4,522,0.54,50,2596,16,7,3,8,0,0,3,5,0,11,5,0,0.688,"	11-5-0",9.22
SEA,2013,954,8954,43,44,34,404,258,44,102,18,8,479,11,514,463,0.49,409,267,142,3995,3508,27,9,409,267,3508,1517,27,12,6,491,0.51,51,2210,15,6,2,7,1,0,6,2,0,13,3,0,0.813,"	13-3-0",9.39
SEA,2014,1002,9524,42,41,31,386,252,41,93,19,5,690,26,547,496,0.5,446,287,159,3715,3492,20,7,446,287,3492,1881,20,9,2,506,0.5,51,2782,20,10,3,7,1,0,5,3,0,12,4,0,0.75,"	12-4-0",9.5
SEA,2015,1015,10147,48,40,29,415,288,40,87,17,7,638,47,592,536,0.53,479,333,146,4144,4061,35,8,479,333,4063,1851,35,7,3,479,0.47,56,2292,11,10,4,5,3,0,5,3,0,10,6,0,0.625,"	10-6-0",10
SEA,2016,996,10159,36,29,33,344,216,29,99,21,6,690,34,643,609,0.61,553,368,185,4849,4422,23,12,553,368,4422,1837,23,14,3,387,0.39,34,1611,13,7,3,7,1,0,3,5,1,10,6,1,0.588,"	10-6-1",10.2
SEA,2017,994,9286,40,37,21,340,240,37,63,18,5,611,53,652,599,0.6,539,340,199,5429,3979,35,12,539,340,3979,1609,35,11,4,395,0.4,53,1629,4,7,1,4,4,0,5,3,0,9,7,0,0.563,"	9-7-0",9.34
SEA,2018,989,9122,53,48,22,432,318,48,66,17,4,685,64,500,471,0.48,412,280,132,3832,3448,37,7,412,280,3448,1385,37,11,2,518,0.52,29,2572,15,6,2,6,2,0,4,4,0,10,6,0,0.625,"	10-6-0",9.22
SEA,2019,1031,10118,52,40,23,421,312,40,69,24,14,732,48,609,564,0.55,508,341,167,4863,4110,35,6,508,341,4110,1723,35,13,7,467,0.45,45,2215,16,11,7,4,4,0,7,1,0,11,5,0,0.688,"	11-5-0",9.81
SEA,2020,1006,10176,56,49,24,457,336,49,72,12,5,704,57,665,612,0.61,549,388,161,4834,4245,41,13,549,388,4245,1841,41,5,3,394,0.39,53,1988,15,7,2,7,1,0,5,3,0,12,4,0,0.75,"	12-4-0",10.12
SEA,2021,947,9330,50,44,17,395,300,44,51,15,6,606,175,569,542,0.57,487,324,163,4619,3815,31,7,487,324,3815,1743,31,11,5,405,0.43,27,2081,18,4,1,3,5,0,4,5,0,7,10,0,0.412,"	7-10-0",9.85
SEA,2022,1033,10270,44,41,34,407,264,41,102,14,9,705,207,653,620,0.6,560,399,161,4319,4282,31,12,560,399,4282,1780,31,9,6,413,0.4,33,2054,13,5,3,5,4,0,4,4,0,9,8,0,0.529,"	9-8-0",9.94
SEA,2023,984,9672,34,33,35,342,204,33,105,6,3,708,153,635,612,0.62,559,371,188,4121,4167,23,12,559,371,4167,2019,23,4,2,372,0.38,23,1591,11,2,1,5,3,0,4,5,0,9,8,0,0.529,"	9-8-0",9.83
SF,2012,954,9359,44,44,30,398,264,44,90,21,6,368,13,514,477,0.5,428,289,139,3814,3551,23,8,428,289,3551,1480,23,10,3,477,0.5,37,2510,19,11,3,6,2,1,5,3,0,11,5,1,0.647,"	11-5-1",9.81
SF,2013,945,8405,40,44,32,380,240,44,96,14,10,416,20,503,456,0.48,409,244,165,3950,3210,21,8,409,244,3210,1339,21,7,5,489,0.52,47,2216,18,7,5,6,2,0,6,2,0,12,4,0,0.75,"	12-4-0",8.89
SF,2014,994,8662,34,33,25,312,204,33,75,16,11,520,37,588,539,0.54,477,292,185,4737,3407,22,10,477,292,3407,1393,22,6,4,455,0.46,49,2192,10,10,7,4,4,0,4,4,0,8,8,0,0.5,"	8-8-0",8.71
SF,2015,960,8518,25,20,24,242,150,20,72,15,3,599,61,628,581,0.61,514,322,192,3902,3646,18,12,514,322,3646,1923,18,7,2,379,0.39,47,1554,7,8,1,4,4,0,1,7,0,5,11,0,0.313,"	5-11-0",8.87
SF,2016,989,8108,37,33,18,309,222,33,54,23,11,972,539,589,537,0.54,480,287,193,4013,3166,21,10,480,287,3166,1470,21,15,5,452,0.46,52,2029,16,8,6,1,7,0,1,7,0,2,14,0,0.125,"	2-14-0",8.2
SF,2017,1046,9832,32,28,39,337,192,28,117,15,7,482,113,665,648,0.62,589,362,227,4810,4235,16,15,589,362,4235,1910,16,8,5,398,0.38,17,1672,15,7,2,3,5,0,3,5,0,6,10,0,0.375,"	6-10-0",9.4
SF,2018,993,10035,38,27,33,354,228,27,99,24,10,452,61,597,580,0.58,508,331,177,3807,4247,30,20,508,331,4247,2316,30,10,4,413,0.42,17,1917,7,14,6,4,4,0,0,8,0,4,12,0,0.25,"	4-12-0",10.11
SF,2019,996,10149,54,49,30,463,324,49,90,18,9,439,38,529,517,0.52,463,331,132,3126,4029,30,13,463,331,4029,2192,30,8,5,479,0.48,12,2324,23,10,4,6,2,0,7,1,0,13,3,0,0.813,"	13-3-0",10.19
SF,2020,1040,10250,48,38,22,392,288,38,66,16,10,606,73,619,612,0.59,552,371,181,3770,4320,28,17,552,371,4317,2294,28,10,7,428,0.41,7,1898,20,6,3,1,7,0,5,3,0,6,10,0,0.375,"	6-10-0",9.86
SF,2021,1032,10835,48,42,27,411,288,42,81,19,7,618,46,565,546,0.53,497,343,154,4004,4437,26,14,497,343,4429,2246,26,13,6,486,0.47,19,2177,22,6,1,4,4,0,6,3,0,10,7,0,0.588,"	10-7-0",10.5
SF,2022,1030,10283,52,51,28,447,312,51,84,14,8,639,34,556,543,0.53,503,338,165,3484,4049,30,9,503,338,4049,2236,30,5,4,487,0.47,13,2378,21,9,4,8,1,0,5,3,0,13,4,0,0.765,"	13-4-0",9.98
SF,2023,996,11374,61,60,21,489,366,60,63,14,6,611,19,541,521,0.52,475,336,139,4019,4577,34,12,475,336,4577,2189,34,9,4,475,0.48,20,2413,27,5,2,5,3,0,7,2,0,12,5,0,0.706,"	12-5-0",11.42
TB,2012,1001,9990,44,39,28,387,264,39,84,11,3,451,15,613,594,0.59,547,311,236,5680,4144,30,17,547,311,4144,1656,30,8,1,407,0.41,19,1861,13,3,2,3,5,0,4,4,0,7,9,0,0.438,"	7-9-0",9.98
TB,2013,972,7646,30,31,23,280,180,31,69,13,6,420,43,574,561,0.58,502,291,211,4714,3181,23,12,502,291,3181,1136,23,5,4,411,0.42,13,1645,6,8,2,3,5,0,1,7,0,4,12,0,0.25,"	4-12-0",7.87
TB,2014,930,8295,31,31,20,277,186,31,60,25,12,521,51,603,578,0.62,506,301,205,5488,3623,23,20,506,301,3623,1154,23,17,8,352,0.38,25,1375,7,8,4,0,8,0,2,6,0,2,14,0,0.125,"	2-14-0",8.92
TB,2015,1007,10081,37,31,29,340,222,31,87,18,11,446,114,597,563,0.56,518,312,206,5340,4042,25,15,518,312,4047,1481,25,7,4,444,0.44,34,2180,12,11,7,3,5,0,3,5,0,6,10,0,0.375,"	6-10-0",10.01
TB,2016,1057,9735,39,32,22,332,234,32,66,16,9,520,87,647,619,0.59,560,355,205,5819,4165,31,18,560,355,4165,1404,31,7,5,438,0.41,28,1636,8,9,4,4,4,0,5,3,0,9,7,0,0.563,"	9-7-0",9.21
TB,2017,1032,10440,37,28,25,325,222,28,75,26,13,492,122,679,646,0.63,588,378,210,6172,4607,27,14,588,378,4613,1648,27,18,10,386,0.37,33,1457,8,8,3,4,4,0,1,7,0,5,11,0,0.313,"	5-11-0",10.12
TB,2018,1049,12017,52,40,20,412,312,40,60,20,9,656,126,728,669,0.64,598,408,190,6642,5358,40,26,598,408,5358,1769,40,14,7,380,0.36,59,1532,12,6,2,4,4,0,1,7,0,5,11,0,0.313,"	5-11-0",11.46
TB,2019,1072,11516,55,43,27,454,330,43,81,18,10,567,35,711,678,0.63,598,382,216,6493,5127,40,30,598,382,5127,1898,40,12,7,394,0.37,33,1534,15,6,3,2,6,0,5,3,0,7,9,0,0.438,"	7-9-0",10.74
TB,2020,991,10935,61,52,28,502,366,52,84,11,4,575,37,652,646,0.65,610,410,200,5637,4776,44,12,610,410,4776,1890,44,8,3,345,0.35,6,1533,16,3,1,5,3,0,6,2,0,11,5,0,0.688,"	11-5-0",11.03
TB,2021,1121,12302,63,56,25,509,378,56,75,11,7,699,145,763,753,0.67,717,492,225,5911,5383,45,12,717,492,5383,2573,45,7,4,368,0.33,10,1688,18,4,3,7,1,0,6,3,0,13,4,0,0.765,"	13-4-0",10.97
TB,2022,1146,10643,31,24,31,303,186,24,93,14,10,792,215,780,776,0.68,738,499,239,5162,4746,26,10,738,499,4732,2335,26,9,7,370,0.32,4,1321,5,5,3,5,4,0,3,5,0,8,9,0,0.471,"	8-9-0",9.29
TB,2023,1028,9388,36,33,29,336,216,33,87,18,8,759,89,641,611,0.59,558,364,194,4865,4044,28,10,558,364,4044,1927,28,13,7,417,0.41,30,1530,8,5,1,4,4,0,5,4,0,9,8,0,0.529,"	9-8-0",9.13
TEN,2012,951,8605,35,35,25,320,210,35,75,19,12,486,44,616,580,0.61,524,318,206,4783,3577,22,16,524,318,3585,1405,22,13,7,371,0.39,36,1695,10,6,5,4,4,0,2,6,0,6,10,0,0.375,"	6-10-0",9.05
TEN,2013,1018,9112,40,41,25,356,240,41,75,20,5,535,69,609,566,0.56,513,328,185,4799,3710,24,16,513,328,3710,1661,24,12,3,452,0.44,43,1906,16,8,2,3,5,0,4,4,0,7,9,0,0.438,"	7-9-0",8.95
TEN,2014,905,8567,28,27,19,252,168,27,57,19,8,629,86,591,560,0.62,494,299,195,4701,3738,22,16,494,299,3695,1628,22,12,5,345,0.38,31,1460,6,7,3,1,7,0,1,7,0,2,14,0,0.125,"	2-14-0",9.47
TEN,2015,971,8892,41,29,14,317,246,29,42,22,14,564,61,620,604,0.62,530,342,188,4858,3893,29,17,530,342,3893,1619,29,13,10,367,0.38,16,1492,11,9,4,1,7,0,2,6,0,3,13,0,0.188,"	3-13-0",9.16
TEN,2016,996,9462,53,39,22,423,318,39,66,15,7,550,71,557,532,0.53,488,307,181,4750,3720,33,11,488,307,3720,1321,33,5,3,464,0.47,25,2201,18,10,4,5,3,0,4,4,0,9,7,0,0.563,"	9-7-0",9.5
TEN,2017,960,8431,36,31,35,352,216,31,105,9,7,533,55,552,530,0.55,478,306,172,4375,3394,17,17,478,306,3394,1298,17,5,5,430,0.45,22,1846,19,4,2,6,2,0,3,5,0,9,7,0,0.563,"	9-7-0",8.78
TEN,2018,930,8262,33,28,26,304,198,28,78,15,5,500,118,519,485,0.52,425,293,132,3265,3255,17,12,425,293,3255,1648,17,10,3,445,0.48,34,2032,15,5,2,6,2,0,3,5,0,9,7,0,0.563,"	9-7-0",8.88
TEN,2019,928,9780,50,50,8,374,300,50,24,19,8,466,128,529,500,0.54,435,297,138,3898,3956,29,8,435,297,3956,1836,29,11,4,428,0.46,29,2240,21,8,4,4,4,0,5,3,0,9,7,0,0.563,"	9-7-0",10.54
TEN,2020,1024,10192,62,51,20,483,372,51,60,15,5,427,170,533,513,0.5,478,316,162,4059,3826,34,7,478,316,3826,1529,34,9,3,511,0.5,20,2705,26,6,2,5,3,0,6,2,0,11,5,0,0.688,"	11-5-0",9.95
TEN,2021,1119,9586,46,43,26,397,276,43,78,22,11,510,128,601,582,0.52,520,359,161,4004,3745,23,14,520,359,3745,1772,23,12,7,537,0.48,19,2419,23,10,4,7,2,0,5,3,0,12,5,0,0.706,"	12-5-0",8.57
TEN,2022,979,8287,35,32,20,302,210,32,60,16,9,546,72,529,505,0.52,444,285,159,3567,3227,19,11,444,285,3227,1541,19,9,4,474,0.48,24,2144,16,7,5,3,5,0,4,5,0,7,10,0,0.412,"	7-10-0",8.46
TEN,2023,984,8442,33,28,29,313,198,28,87,16,6,627,50,576,555,0.56,479,304,175,4570,3512,16,11,479,304,3512,1596,16,9,2,429,0.44,21,1861,16,7,4,5,4,0,1,7,0,6,11,0,0.353,"	6-11-0",8.58
WAS,2012,983,9810,49,50,24,416,294,50,72,21,6,651,20,513,473,0.48,432,291,141,3805,3666,24,8,432,291,3666,1643,24,8,1,510,0.52,40,2720,24,13,5,5,3,0,5,3,0,10,6,0,0.625,"	10-6-0",9.98
WAS,2013,1106,9979,40,33,21,336,240,33,63,25,14,799,110,693,655,0.59,589,355,234,5193,4057,22,19,589,355,4057,1843,22,14,9,451,0.41,38,2167,14,11,5,2,6,0,1,7,0,3,13,0,0.188,"	3-13-0",9.02
WAS,2014,1001,10205,39,31,24,337,234,31,72,26,12,655,50,629,605,0.6,529,364,165,4223,4461,22,18,529,364,4461,2543,22,17,10,396,0.4,24,1697,15,9,2,3,5,0,1,7,0,4,12,0,0.25,"	4-12-0",10.19
WAS,2015,1000,9971,44,40,26,382,264,40,78,23,9,496,45,589,585,0.58,544,386,158,4459,4294,32,11,544,386,4294,1956,32,12,5,415,0.42,4,1578,9,11,4,6,2,0,3,5,0,9,7,0,0.563,"	9-7-0",9.97
WAS,2016,997,11413,45,36,34,408,270,36,102,18,9,547,65,638,629,0.63,592,407,185,5298,4948,28,12,592,407,4946,1969,28,11,5,368,0.37,9,1709,17,7,4,4,4,0,4,4,1,8,8,1,0.471,"	8-8-1",11.45
WAS,2017,973,9302,42,36,24,360,252,36,72,20,10,553,43,604,581,0.6,527,347,180,4153,4093,31,13,527,347,4093,2140,31,10,7,392,0.4,23,1458,10,10,3,5,3,0,2,6,0,7,9,0,0.438,"	7-9-0",9.56
WAS,2018,959,8090,32,25,26,295,192,25,78,16,4,628,47,594,552,0.58,490,311,179,4195,3287,19,15,490,311,3283,1511,19,10,3,407,0.42,42,1782,12,6,1,3,5,0,4,4,0,7,9,0,0.438,"	7-9-0",8.44
WAS,2019,883,7607,31,21,25,282,186,21,75,20,8,540,44,548,531,0.6,463,298,165,3640,3205,21,13,463,298,3205,1454,21,13,6,352,0.4,17,1588,9,7,2,1,7,0,2,6,0,3,13,0,0.188,"	3-13-0",8.61
WAS,2020,1041,8898,35,30,27,321,210,30,81,18,8,799,96,671,654,0.63,585,389,196,3711,3796,17,16,585,389,3796,2187,17,15,8,387,0.37,17,1637,18,3,0,3,5,0,4,4,0,7,9,0,0.438,"	7-9-0",8.55
WAS,2021,1066,9261,38,25,28,337,228,25,84,23,9,807,84,635,594,0.56,532,356,176,4118,3746,23,15,532,356,3746,1898,23,12,6,472,0.44,41,2070,13,11,3,3,5,0,4,5,0,7,10,0,0.412,"	7-10-0",8.69
WAS,2022,1135,9413,35,24,25,309,210,24,75,20,7,817,98,635,607,0.53,536,344,192,4453,3783,26,16,536,344,3783,1673,26,12,6,528,0.47,28,2154,9,8,1,4,5,0,4,4,1,8,9,1,0.444,"	8-9-1",8.29
WAS,2023,1060,9501,44,32,19,353,264,32,57,16,9,863,52,737,703,0.66,615,407,208,4767,4174,29,21,615,407,4174,2092,29,8,4,357,0.34,34,1596,15,8,5,1,7,0,3,6,0,4,13,0,0.235,"	4-13-0",8.96
